node_ID,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16
1559233058,2,7,2,2,3,2,5,4,4,6,3,1,1,0,0,0,0
1559233119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559233156,1,1,2,2,4,4,0,2,5,2,0,3,1,0,0,0,0
1559233336,1,0,2,1,3,1,0,1,2,0,0,1,1,0,0,0,0
1559233718,1,0,2,1,4,0,0,1,2,0,0,1,1,0,0,0,0
1561456994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561498974,3,4,0,0,0,1,1,3,4,5,2,0,0,0,0,0,0
1562108632,0,7,4,2,3,1,6,3,5,6,2,1,1,0,0,0,0
1582763029,0,5,4,1,1,2,1,2,4,1,0,0,0,0,0,0,0
1611443084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161234109#1-AddedOffRampNode,0,4,5,4,12,14,12,11,10,8,10,14,10,7,4,2,0
162194149-AddedOnRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163095719#14-AddedOffRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729002711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729002754,1,1,9,4,4,0,5,3,4,3,3,3,0,0,0,0,0
1730116369,2,2,6,6,2,2,4,1,1,3,2,3,0,0,0,0,0
1732217241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732217247,0,3,2,10,6,6,2,7,3,5,5,1,3,0,0,0,0
1748696123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748696129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794666972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184299452#0-AddedOnRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859080990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947633350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947653210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947653224,1,3,16,26,29,14,19,20,25,10,25,21,21,13,1,0,0
1947653236,0,3,0,0,4,2,5,1,2,3,4,1,3,2,0,0,0
1947653247,1,3,17,30,29,14,21,23,24,10,26,22,20,13,1,0,0
1947653250,0,0,3,1,1,0,4,3,2,3,1,4,2,2,0,0,0
1947653270,0,1,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0
1947653275,1,3,15,22,27,11,15,15,21,9,22,19,18,11,1,0,0
1947653280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952787489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955042515,0,2,3,2,1,1,4,4,1,0,5,4,2,2,0,0,0
1955042559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059801403,1,15,13,6,16,17,10,13,11,19,12,8,9,1,0,0,0
2248663361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237184184#1-AddedOffRampNode,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2400007904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408462861,2,1,8,5,3,0,5,2,4,4,2,3,0,0,0,0,0
2408528591,2,1,8,5,3,1,5,2,4,4,2,3,0,0,0,0,0
2408541311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408697722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408697734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432309082,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0
2432309099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432317051,0,2,4,2,1,2,3,1,1,2,4,1,2,0,0,0,0
2432532299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243464544-AddedOffRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446005991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2446005993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450169568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450170711,0,2,2,2,0,2,0,2,0,2,2,1,4,1,0,0,0
2450403846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450403857,1,1,1,0,0,1,4,1,0,1,3,1,1,0,0,0,0
2482294017,0,2,8,10,5,6,7,12,9,5,9,12,6,7,1,0,0
2482294018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249083137,1,2,4,2,2,2,1,2,1,1,1,3,1,0,0,0,0
251361752,0,4,3,2,5,3,2,5,1,0,1,4,3,0,0,0,0
251361753,0,6,15,9,20,16,10,9,10,11,10,11,12,11,0,0,0
251361774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251648977#0-AddedOffRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564436827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2564436839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572573445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578344260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578344271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611179376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630925128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630925139,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2631157973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631157974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267832691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703669938,1,1,10,19,22,8,13,9,13,6,17,10,15,3,0,0,0
2703669948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703669958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703669982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703669994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28071061-AddedOffRampNode,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2821271876,0,2,8,9,6,6,10,12,11,5,10,12,6,7,1,0,0
282765938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282766058,0,4,6,5,12,14,11,9,11,9,11,12,10,9,2,1,0
282767694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282768519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283810337#0-AddedOffRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876357602,1,2,16,26,24,12,18,18,19,9,22,18,22,10,1,0,0
2876357606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295734747,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
295735337,0,8,26,22,40,32,26,32,34,22,33,30,25,21,2,0,0
295735341,0,4,3,2,5,2,2,5,0,0,1,3,3,0,0,0,0
295747252,0,1,1,0,1,1,0,1,2,1,4,0,1,0,0,0,0
295747253,0,6,6,4,7,12,11,8,10,8,13,6,6,1,0,0,0
295747255,1,12,28,37,35,37,34,40,32,38,32,36,36,19,2,0,0
3023900546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023900565,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3023900577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308069449,0,0,1,2,0,1,1,0,3,1,3,1,1,0,0,0,0
308069455,1,4,4,1,4,2,2,1,3,1,1,2,0,0,0,0,0
308072864,1,2,1,1,2,2,5,5,3,3,3,2,0,0,0,0,0
308081093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308185144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
308185347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308185349,0,2,2,1,1,2,2,5,2,3,1,0,1,0,0,0,0
308188498,3,2,1,1,5,6,4,2,1,3,4,1,5,0,0,0,0
308188547,1,4,4,1,4,2,2,0,3,1,1,2,1,0,0,0,0
308188633,2,0,0,1,1,2,2,1,0,1,3,2,1,0,0,0,0
308188634,3,1,1,1,1,5,3,2,0,2,3,2,2,0,0,0,0
308188635,3,1,1,2,4,6,3,2,1,4,4,2,5,0,0,0,0
308188638,2,2,1,0,5,5,4,2,1,3,5,1,6,0,0,0,0
308188674,3,2,4,1,4,2,2,1,2,1,1,2,0,0,0,0,0
308231742,0,3,6,4,4,3,8,6,4,6,5,4,5,0,0,0,0
308231837,0,3,2,2,2,2,4,6,2,5,2,3,2,0,0,0,0
308231847,0,3,2,1,3,2,4,6,2,3,2,2,1,0,0,0,0
308231880,1,2,1,2,2,2,2,1,1,1,1,1,1,0,0,0,0
308232344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308232348,0,2,18,19,24,26,21,25,31,15,17,29,21,18,6,0,0
3158908899,1,4,0,0,0,1,0,1,2,3,2,0,0,0,0,0,0
325436722#3-AddedOffRampNode,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
327581096#0-AddedOnRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307010964,0,1,13,23,24,27,23,20,35,17,15,28,18,23,10,0,0
332955193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332955195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330368619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3332208293,0,3,9,7,5,4,4,6,3,7,3,4,0,0,0,0,0
3343920867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3343920871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3343920883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335170912-AddedOnRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335663832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335663834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335664189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3387131011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
343338921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343338927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343338941,0,6,5,13,9,7,8,5,8,4,10,8,8,0,0,0,0
343338972,0,2,7,6,3,1,4,2,2,6,2,4,0,0,0,0,0
343601681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511012460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352930062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3535737899,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3585553894,1,15,27,27,39,40,32,35,40,33,28,38,30,19,7,0,0
36720992-AddedOffRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676182392,0,3,1,12,3,4,1,6,3,6,3,3,5,0,0,0,0
36987764#0-AddedOffRampNode,2,1,9,5,3,0,5,2,4,4,3,3,0,0,0,0,0
3735711204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739201969,2,1,8,5,3,1,4,3,4,5,1,3,0,0,0,0,0
3739207820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374215821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374216761,1,0,1,0,0,1,3,2,0,0,3,1,1,0,0,0,0
374217039,0,2,3,2,1,1,4,4,1,0,5,4,2,2,0,0,0
374217261,1,3,4,2,1,3,5,4,1,1,6,4,3,2,0,0,0
374218434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374218461,0,1,4,2,1,1,4,4,2,0,4,6,1,3,0,0,0
376530259#2-AddedOnRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377832182-AddedOffRampNode,1,2,7,6,3,1,4,2,4,6,3,4,0,0,0,0,0
379326802#1-AddedOnRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379327145#1-AddedOnRampNode,0,2,2,1,1,2,0,1,1,1,3,1,3,1,0,0,0
379856108-AddedOnRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820070688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820089796,0,1,8,20,21,7,11,8,13,6,17,10,14,3,0,0,0
3826215062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3830928507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3830964328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832041164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832041190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3833785299,0,0,1,18,4,9,13,12,14,14,8,6,13,12,6,1,0
3834008960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919864568,0,0,1,2,0,2,3,1,3,2,4,2,1,0,0,0,0
392213813#1-AddedOnRampNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400449302-AddedOnRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029957214,1,1,9,7,0,0,3,2,4,4,2,2,0,0,0,0,0
4030076934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4030076936,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0
4044342169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044342171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044342174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044342180,0,2,4,2,9,7,6,3,6,5,7,3,3,5,1,1,0
406674055#1-AddedOffRampNode,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
419634231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419638206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42400620-AddedOffRampNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426403819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426407882,0,6,5,0,5,1,4,4,6,5,3,1,1,0,0,0,0
426407884,0,6,5,1,5,1,5,3,6,5,3,1,1,0,0,0,0
426806597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
426806619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426835306,0,2,8,9,6,7,9,10,11,3,10,11,6,6,1,0,0
426841169,0,2,16,16,13,17,14,20,25,10,14,20,11,15,6,0,0
426841174,0,7,27,27,33,28,30,33,31,30,23,29,32,18,2,0,0
426841176,0,6,11,5,17,12,8,6,6,8,9,12,6,7,0,0,0
426935891,0,2,1,1,1,1,0,2,1,3,4,1,1,0,0,0,0
426941397,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
426941402,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
426941403,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
426941404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426941409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426941414,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
426941421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426941423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426941429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426941433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426941434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426941435,0,3,8,6,8,3,8,10,10,3,11,9,6,5,1,0,0
426941437,0,2,7,4,5,4,7,4,8,2,7,5,5,1,0,0,0
426941438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426941488,0,2,9,8,6,6,8,10,11,3,12,10,6,6,1,0,0
426962427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426962428,2,6,12,15,17,17,15,19,17,25,9,19,21,11,1,0,0
426962429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426962433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426962434,0,4,6,4,12,15,13,7,13,6,13,12,10,9,2,1,0
426962435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426962446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426962454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426962456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427531037,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
